"alias","logo","rating","time"
"Sarah","animation/logo_12_animation_47.svg","Very Bad","Timestamp(seconds=1616953856, nanoseconds=566000000)"
"Jakob","animation/logo_105_animation_3.svg","Bad","Timestamp(seconds=1616950669, nanoseconds=342000000)"
"Sarah","animation/logo_190_animation_3.svg","Good","Timestamp(seconds=1617025306, nanoseconds=636000000)"
"Sarah","animation/logo_187_animation_25.svg","Okay","Timestamp(seconds=1617025901, nanoseconds=323000000)"
"Tim","animation/logo_66_animation_0.svg","Very Bad","Timestamp(seconds=1616961293, nanoseconds=268000000)"
"Sarah","animation/logo_104_animation_32.svg","Very Good","Timestamp(seconds=1616962973, nanoseconds=605000000)"
"Sarah","animation/logo_73_animation_14.svg","Good","Timestamp(seconds=1616953664, nanoseconds=131000000)"
"Jonathan","animation/logo_160_animation_24.svg","Okay","Timestamp(seconds=1617016142, nanoseconds=613000000)"
"Jonathan","animation/logo_108_animation_39.svg","Bad","Timestamp(seconds=1616961488, nanoseconds=998000000)"
"Jakob","animation/logo_10_animation_27.svg","Very Bad","Timestamp(seconds=1616926556, nanoseconds=39000000)"
"Tim","animation/logo_87_animation_25.svg","Okay","Timestamp(seconds=1616952706, nanoseconds=269000000)"
"Kathi","animation/logo_168_animation_24.svg","Bad","Timestamp(seconds=1617128496, nanoseconds=905000000)"
"Sarah","animation/logo_110_animation_41.svg","Bad","Timestamp(seconds=1616963353, nanoseconds=363000000)"
"Tim","animation/logo_16_animation_29.svg","Very Bad","Timestamp(seconds=1616965795, nanoseconds=440000000)"
"Vinoagrarius","animation/logo_134_animation_45.svg","Bad","Timestamp(seconds=1616997171, nanoseconds=867000000)"
"Rebecca","animation/logo_138_animation_36.svg","Very Bad","Timestamp(seconds=1616972626, nanoseconds=528000000)"
"Sarah","animation/logo_84_animation_31.svg","Bad","Timestamp(seconds=1616954459, nanoseconds=793000000)"
"Tim","animation/logo_128_animation_15.svg","Bad","Timestamp(seconds=1616961191, nanoseconds=388000000)"
"Phillip","animation/logo_137_animation_32.svg","Very Bad","Timestamp(seconds=1616958957, nanoseconds=746000000)"
"Phillip","animation/logo_60_animation_16.svg","Good","Timestamp(seconds=1616963686, nanoseconds=878000000)"
"Sarah","animation/logo_4_animation_29.svg","Good","Timestamp(seconds=1616955001, nanoseconds=120000000)"
"Niklas","animation/logo_138_animation_35.svg","Good","Timestamp(seconds=1616926215, nanoseconds=810000000)"
"Kim","animation/logo_55_animation_8.svg","Very Bad","Timestamp(seconds=1616957303, nanoseconds=96000000)"
"Jonathan","animation/logo_40_animation_5.svg","Very Bad","Timestamp(seconds=1616965527, nanoseconds=594000000)"
"","animation/logo_127_animation_24.svg","Very Bad","Timestamp(seconds=1616926088, nanoseconds=245000000)"
"Jakob","animation/logo_144_animation_4.svg","Bad","Timestamp(seconds=1617012954, nanoseconds=451000000)"
"Jani","animation/logo_134_animation_7.svg","Okay","Timestamp(seconds=1617011445, nanoseconds=400000000)"
"Niklas","animation/logo_172_animation_18.svg","Okay","Timestamp(seconds=1617013705, nanoseconds=562000000)"
"Tim","animation/logo_148_animation_37.svg","Very Bad","Timestamp(seconds=1617003989, nanoseconds=467000000)"
"Kim","animation/logo_33_animation_17.svg","Very Good","Timestamp(seconds=1616955723, nanoseconds=7000000)"
"Niklas","animation/logo_67_animation_48.svg","Good","Timestamp(seconds=1616958689, nanoseconds=827000000)"
"Jonathan","animation/logo_12_animation_6.svg","Very Bad","Timestamp(seconds=1616962922, nanoseconds=617000000)"
"Rebecca","animation/logo_113_animation_34.svg","Bad","Timestamp(seconds=1616972257, nanoseconds=740000000)"
"Rebecca","animation/logo_119_animation_36.svg","Okay","Timestamp(seconds=1616971989, nanoseconds=573000000)"
"Selina","animation/logo_184_animation_31.svg","Very Bad","Timestamp(seconds=1617128172, nanoseconds=71000000)"
"Vinoagrarius","animation/logo_7_animation_5.svg","Good","Timestamp(seconds=1616997462, nanoseconds=931000000)"
"Jonathan","animation/logo_134_animation_30.svg","Very Bad","Timestamp(seconds=1616962190, nanoseconds=903000000)"
"Jakob","animation/logo_19_animation_11.svg","Very Bad","Timestamp(seconds=1616959716, nanoseconds=85000000)"
"Sarah","animation/logo_74_animation_17.svg","Bad","Timestamp(seconds=1616953872, nanoseconds=108000000)"
"Sarah","animation/logo_142_animation_42.svg","Very Good","Timestamp(seconds=1616958631, nanoseconds=438000000)"
"Jakob","animation/logo_143_animation_12.svg","Okay","Timestamp(seconds=1617014431, nanoseconds=987000000)"
"Jakob","animation/logo_179_animation_14.svg","Bad","Timestamp(seconds=1617049976, nanoseconds=182000000)"
"Jakob","animation/logo_133_animation_4.svg","Very Bad","Timestamp(seconds=1616950572, nanoseconds=416000000)"
"Jakob","animation/logo_134_animation_13.svg","Very Bad","Timestamp(seconds=1616959410, nanoseconds=954000000)"
"Tim","animation/logo_42_animation_21.svg","Bad","Timestamp(seconds=1616952741, nanoseconds=353000000)"
"Jonathan","animation/logo_160_animation_17.svg","Very Bad","Timestamp(seconds=1617016677, nanoseconds=687000000)"
"Jonathan","animation/logo_82_animation_28.svg","Very Bad","Timestamp(seconds=1616965835, nanoseconds=524000000)"
"Sarah","animation/logo_85_animation_47.svg","Very Good","Timestamp(seconds=1616965416, nanoseconds=389000000)"
"Jakob","animation/logo_148_animation_5.svg","Okay","Timestamp(seconds=1617012162, nanoseconds=918000000)"
"Sarah","animation/logo_183_animation_23.svg","Good","Timestamp(seconds=1617025551, nanoseconds=746000000)"
"Jakob","animation/logo_108_animation_20.svg","Very Bad","Timestamp(seconds=1616964951, nanoseconds=300000000)"
"Rebecca","animation/logo_32_animation_9.svg","Bad","Timestamp(seconds=1616972148, nanoseconds=701000000)"
"Rebecca","animation/logo_182_animation_19.svg","Bad","Timestamp(seconds=1617014419, nanoseconds=570000000)"
"Jonathan","animation/logo_83_animation_34.svg","Very Bad","Timestamp(seconds=1616965599, nanoseconds=953000000)"
"Tim","animation/logo_12_animation_22.svg","Very Bad","Timestamp(seconds=1616958174, nanoseconds=223000000)"
"Sarah","animation/logo_148_animation_36.svg","Bad","Timestamp(seconds=1617025705, nanoseconds=395000000)"
"Sarah","animation/logo_128_animation_13.svg","Okay","Timestamp(seconds=1616955139, nanoseconds=146000000)"
"Jakob","animation/logo_122_animation_6.svg","Bad","Timestamp(seconds=1616961428, nanoseconds=645000000)"
"Niklas","animation/logo_42_animation_6.svg","Good","Timestamp(seconds=1616926202, nanoseconds=627000000)"
"Kim","animation/logo_63_animation_41.svg","Bad","Timestamp(seconds=1616954186, nanoseconds=618000000)"
"Jonathan","animation/logo_96_animation_31.svg","Bad","Timestamp(seconds=1616961100, nanoseconds=319000000)"
"Rebecca","animation/logo_177_animation_0.svg","Very Bad","Timestamp(seconds=1617015662, nanoseconds=554000000)"
"Rebecca","animation/logo_132_animation_19.svg","Bad","Timestamp(seconds=1617017876, nanoseconds=826000000)"
"Niklas","animation/logo_1_animation_34.svg","Good","Timestamp(seconds=1616959112, nanoseconds=226000000)"
"Jonathan","animation/logo_10_animation_38.svg","Very Bad","Timestamp(seconds=1616961701, nanoseconds=608000000)"
"Phillip","animation/logo_14_animation_39.svg","Very Bad","Timestamp(seconds=1616958961, nanoseconds=576000000)"
"Jakob","animation/logo_127_animation_5.svg","Very Bad","Timestamp(seconds=1616961422, nanoseconds=823000000)"
"Tim","animation/logo_120_animation_3.svg","Bad","Timestamp(seconds=1617004357, nanoseconds=578000000)"
"Jana","animation/logo_88_animation_0.svg","Good","Timestamp(seconds=1616961570, nanoseconds=209000000)"
"Phillip","animation/logo_109_animation_29.svg","Okay","Timestamp(seconds=1616958761, nanoseconds=543000000)"
"Tim","animation/logo_34_animation_0.svg","Bad","Timestamp(seconds=1616952701, nanoseconds=756000000)"
"Jonathan","animation/logo_2_animation_36.svg","Very Bad","Timestamp(seconds=1616965659, nanoseconds=981000000)"
"Jonathan","animation/logo_119_animation_25.svg","Very Bad","Timestamp(seconds=1616961749, nanoseconds=432000000)"
"Jakob","animation/logo_178_animation_12.svg","Okay","Timestamp(seconds=1617050432, nanoseconds=182000000)"
"Jakob","animation/logo_57_animation_30.svg","Bad","Timestamp(seconds=1616925795, nanoseconds=478000000)"
"Jakob","animation/logo_144_animation_28.svg","Very Bad","Timestamp(seconds=1617017442, nanoseconds=540000000)"
"Jonathan","animation/logo_142_animation_1.svg","Very Bad","Timestamp(seconds=1616962340, nanoseconds=730000000)"
"Tim","animation/logo_104_animation_36.svg","Okay","Timestamp(seconds=1617004735, nanoseconds=489000000)"
"Jakob","animation/logo_140_animation_9.svg","Very Bad","Timestamp(seconds=1616965203, nanoseconds=84000000)"
"Tim","animation/logo_9_animation_10.svg","Very Bad","Timestamp(seconds=1617004034, nanoseconds=434000000)"
"Jakob","animation/logo_1_animation_32.svg","Very Bad","Timestamp(seconds=1616963085, nanoseconds=905000000)"
"Kim","animation/logo_96_animation_23.svg","Good","Timestamp(seconds=1616957042, nanoseconds=366000000)"
"Kim","animation/logo_116_animation_3.svg","Very Bad","Timestamp(seconds=1616956533, nanoseconds=378000000)"
"Jakob","animation/logo_72_animation_28.svg","Okay","Timestamp(seconds=1616951541, nanoseconds=866000000)"
"Kim","animation/logo_104_animation_43.svg","Bad","Timestamp(seconds=1616955212, nanoseconds=856000000)"
"Jonathan","animation/logo_71_animation_48.svg","Very Bad","Timestamp(seconds=1616965987, nanoseconds=355000000)"
"Niklas","animation/logo_94_animation_9.svg","Okay","Timestamp(seconds=1616960458, nanoseconds=40000000)"
"Selina","animation/logo_147_animation_8.svg","Good","Timestamp(seconds=1617128371, nanoseconds=126000000)"
"Sarah","animation/logo_92_animation_23.svg","Very Good","Timestamp(seconds=1616963065, nanoseconds=857000000)"
"Tim","animation/logo_40_animation_3.svg","Very Bad","Timestamp(seconds=1616959637, nanoseconds=708000000)"
"Sarah","animation/logo_148_animation_35.svg","Bad","Timestamp(seconds=1617024996, nanoseconds=690000000)"
"Tim","animation/logo_123_animation_40.svg","Very Bad","Timestamp(seconds=1617004747, nanoseconds=554000000)"
"Jakob","animation/logo_165_animation_48.svg","Good","Timestamp(seconds=1617014368, nanoseconds=604000000)"
"Phillip","animation/logo_116_animation_12.svg","Okay","Timestamp(seconds=1616962523, nanoseconds=848000000)"
"Tim","animation/logo_77_animation_7.svg","Very Bad","Timestamp(seconds=1617007581, nanoseconds=78000000)"
"Sarah","animation/logo_17_animation_0.svg","Bad","Timestamp(seconds=1616954717, nanoseconds=3000000)"
"Jonathan","animation/logo_28_animation_40.svg","Very Bad","Timestamp(seconds=1617016419, nanoseconds=327000000)"
"Kim","animation/logo_129_animation_0.svg","Good","Timestamp(seconds=1616953786, nanoseconds=128000000)"
"Kim","animation/logo_61_animation_29.svg","Bad","Timestamp(seconds=1616957818, nanoseconds=434000000)"
"Jakob","animation/logo_180_animation_28.svg","Okay","Timestamp(seconds=1617013294, nanoseconds=493000000)"
"Rebecca","animation/logo_60_animation_31.svg","Bad","Timestamp(seconds=1616972334, nanoseconds=10000000)"
"Jakob","animation/logo_164_animation_7.svg","Good","Timestamp(seconds=1617049669, nanoseconds=33000000)"
"JAKOB","animation/logo_160_animation_45.svg","Okay","Timestamp(seconds=1617017718, nanoseconds=40000000)"
"Jakob","animation/logo_188_animation_28.svg","Okay","Timestamp(seconds=1617017455, nanoseconds=952000000)"
"Jakob","animation/logo_84_animation_27.svg","Okay","Timestamp(seconds=1616927363, nanoseconds=928000000)"
"Sarah","animation/logo_175_animation_15.svg","Okay","Timestamp(seconds=1617025637, nanoseconds=45000000)"
"Kim","animation/logo_81_animation_21.svg","Very Bad","Timestamp(seconds=1616957243, nanoseconds=97000000)"
"Tim","animation/logo_96_animation_35.svg","Good","Timestamp(seconds=1616957952, nanoseconds=158000000)"
"Tim","animation/logo_48_animation_46.svg","Very Bad","Timestamp(seconds=1617003456, nanoseconds=891000000)"
"Jakob","animation/logo_171_animation_38.svg","Okay","Timestamp(seconds=1617014917, nanoseconds=625000000)"
"Niklas","animation/logo_83_animation_22.svg","Okay","Timestamp(seconds=1616959020, nanoseconds=491000000)"
"Jakob","animation/logo_14_animation_9.svg","Okay","Timestamp(seconds=1617052261, nanoseconds=400000000)"
"Phillip","animation/logo_99_animation_11.svg","Very Bad","Timestamp(seconds=1616958628, nanoseconds=826000000)"
"Jakob","animation/logo_76_animation_41.svg","Bad","Timestamp(seconds=1617050435, nanoseconds=679000000)"
"Tim","animation/logo_89_animation_49.svg","Good","Timestamp(seconds=1616958095, nanoseconds=860000000)"
"Kim","animation/logo_12_animation_16.svg","Bad","Timestamp(seconds=1616957062, nanoseconds=112000000)"
"Jakob","animation/logo_133_animation_17.svg","Very Bad","Timestamp(seconds=1616962742, nanoseconds=872000000)"
"larissa","animation/logo_184_animation_23.svg","Okay","Timestamp(seconds=1617193996, nanoseconds=891000000)"
"Kim","animation/logo_54_animation_38.svg","Very Bad","Timestamp(seconds=1616955548, nanoseconds=643000000)"
"Tim","animation/logo_112_animation_30.svg","Very Bad","Timestamp(seconds=1616958109, nanoseconds=862000000)"
"Jakob","animation/logo_122_animation_41.svg","Okay","Timestamp(seconds=1616950911, nanoseconds=999000000)"
"Jakob","animation/logo_127_animation_43.svg","Bad","Timestamp(seconds=1617049153, nanoseconds=743000000)"
"Rebecca","animation/logo_80_animation_45.svg","Bad","Timestamp(seconds=1617013815, nanoseconds=741000000)"
"Jakob","animation/logo_96_animation_28.svg","Good","Timestamp(seconds=1616950943, nanoseconds=358000000)"
"Jakob","animation/logo_19_animation_30.svg","Okay","Timestamp(seconds=1616947249, nanoseconds=683000000)"
"Sarah","animation/logo_162_animation_11.svg","Very Bad","Timestamp(seconds=1617024954, nanoseconds=801000000)"
"TIm","animation/logo_169_animation_33.svg","Very Bad","Timestamp(seconds=1617016440, nanoseconds=625000000)"
"Jakob","animation/logo_80_animation_35.svg","Okay","Timestamp(seconds=1616926389, nanoseconds=860000000)"
"larissa","animation/logo_175_animation_9.svg","Very Bad","Timestamp(seconds=1617193937, nanoseconds=327000000)"
"Tim","animation/logo_61_animation_31.svg","Bad","Timestamp(seconds=1616960913, nanoseconds=484000000)"
"Jakob","animation/logo_10_animation_33.svg","Bad","Timestamp(seconds=1616963378, nanoseconds=763000000)"
"Jakob","animation/logo_33_animation_24.svg","Bad","Timestamp(seconds=1616925743, nanoseconds=495000000)"
"Jakob","animation/logo_29_animation_44.svg","Bad","Timestamp(seconds=1616956676, nanoseconds=69000000)"
"Vinoagrarius","animation/logo_142_animation_34.svg","Good","Timestamp(seconds=1616997395, nanoseconds=366000000)"
"Jakob","animation/logo_190_animation_27.svg","Bad","Timestamp(seconds=1617050636, nanoseconds=888000000)"
"Jonathan","animation/logo_74_animation_48.svg","Bad","Timestamp(seconds=1616955841, nanoseconds=755000000)"
"Jakob","animation/logo_134_animation_29.svg","Very Bad","Timestamp(seconds=1616926399, nanoseconds=148000000)"
"Jonathan","animation/logo_56_animation_35.svg","Very Bad","Timestamp(seconds=1616962420, nanoseconds=349000000)"
"Jakob","animation/logo_18_animation_8.svg","Bad","Timestamp(seconds=1616926219, nanoseconds=142000000)"
"Sarah","animation/logo_58_animation_3.svg","Good","Timestamp(seconds=1616957263, nanoseconds=40000000)"
"Tim","animation/logo_15_animation_30.svg","Very Bad","Timestamp(seconds=1616965588, nanoseconds=117000000)"
"Jakob","animation/logo_159_animation_9.svg","Okay","Timestamp(seconds=1617051618, nanoseconds=63000000)"
"Tim","animation/logo_89_animation_0.svg","Bad","Timestamp(seconds=1616959817, nanoseconds=284000000)"
"Sarah","animation/logo_78_animation_35.svg","Okay","Timestamp(seconds=1616957343, nanoseconds=742000000)"
"Niklas","animation/logo_88_animation_24.svg","Very Good","Timestamp(seconds=1616958594, nanoseconds=349000000)"
"Phillip","animation/logo_43_animation_33.svg","Bad","Timestamp(seconds=1616958665, nanoseconds=429000000)"
"Tim","animation/logo_106_animation_44.svg","Bad","Timestamp(seconds=1617003119, nanoseconds=979000000)"
"Rebecca","animation/logo_50_animation_13.svg","Okay","Timestamp(seconds=1616971938, nanoseconds=859000000)"
"Kim","animation/logo_42_animation_35.svg","Very Bad","Timestamp(seconds=1616957768, nanoseconds=500000000)"
"Jakob","animation/logo_106_animation_16.svg","Very Bad","Timestamp(seconds=1616951305, nanoseconds=529000000)"
"Jonathan","animation/logo_187_animation_10.svg","Very Bad","Timestamp(seconds=1617117401, nanoseconds=792000000)"
"Sarah","animation/logo_159_animation_48.svg","Good","Timestamp(seconds=1617026939, nanoseconds=459000000)"
"Jakob","animation/logo_111_animation_15.svg","Okay","Timestamp(seconds=1616947426, nanoseconds=573000000)"
"Tim","animation/logo_121_animation_26.svg","Very Bad","Timestamp(seconds=1616959415, nanoseconds=658000000)"
"Kim","animation/logo_31_animation_14.svg","Very Bad","Timestamp(seconds=1616953169, nanoseconds=509000000)"
"Jonathan","animation/logo_62_animation_13.svg","Bad","Timestamp(seconds=1616965637, nanoseconds=809000000)"
"larissa","animation/logo_181_animation_34.svg","Good","Timestamp(seconds=1617193883, nanoseconds=561000000)"
"Tim","animation/logo_70_animation_31.svg","Bad","Timestamp(seconds=1616966005, nanoseconds=42000000)"
